ID	MVH_search_im_1	MVH_search_im_2	MVH_search_im_3	MVH_search_im_1_lp	MVH_search_im_2_lp	MVH_search_im_3_lp	MVH_search_im_1_lp_ex	MVH_search_im_2_lp_ex	MVH_search_im_3_lp_ex	MVH_search_im_1_lp_nwords	MVH_search_im_2_lp_nwords	MVH_search_im_3_lp_nwords	im_nwords_min	im_nwords_max	im_nwords_mean	MVH_search_im_1_lp_len	MVH_search_im_2_lp_len	MVH_search_im_3_lp_len	im_len_min	im_len_max	im_len_mean	total	immigrant	buitenlander	gelukszoeker	statushouder	allochtoon	vluchteling	expat	asielzoeker	immigrant_1	buitenlander_1	gelukszoeker_1	statushouder_1	allochtoon_1	vluchteling_1	expat_1	asielzoeker_1	immigrant_3	buitenlander_3	gelukszoeker_3	statushouder_3	allochtoon_3	vluchteling_3	expat_3	asielzoeker_3	base_lft	base_gender	base_opl	base_regio	base_polar	base_intpol	base_voteTK2017	base_voteTK2017_14_TEXT	MVH_att_im_1	MVH_att_im_2	MVH_att_im_3	MVH_att_importance_1	VVD	PVV	CDA	D66	GroenLinks	SP	PvdA	ChristenUnie	PvdD	50Plus	SGP	DENK	FvD	Andere_partij	Blank	I_do_not_know_yet	I_do_not_want_to_say	base_voteInt_18	base_voteInt_14_TEXT	att_im_mean	sum_parties	opl_3cat	ADMISSION_1	AZC_1	CAUSES_1	CRIME_1	CULTURE_RELIGION_1	Comments_1	DEBATE_1	ECONOMY_1	EFFECTIVE_1	FINANCIAL_SUPPORT_1	HOUSING_1	INTEGRATION_1	LANGUAGE_1	NEWS_1	ORIGIN_1	POLITICS_1	PROBLEMS_1	QUESTION_1	RACISM_1	SPECIFIC_1	STATISTICS_1	VALID_1	search query_1	ADMISSION_2	AZC_2	CAUSES_2	CRIME_2	CULTURE_RELIGION_2	Comments_2	DEBATE_2	ECONOMY_2	EFFECTIVE_2	FINANCIAL_SUPPORT_2	HOUSING_2	INTEGRATION_2	LANGUAGE_2	NEWS_2	ORIGIN_2	POLITICS_2	PROBLEMS_2	QUESTION_2	RACISM_2	SPECIFIC_2	STATISTICS_2	VALID_2	search query_2	ADMISSION_3	AZC_3	CAUSES_3	CRIME_3	CULTURE_RELIGION_3	Comments_3	DEBATE_3	ECONOMY_3	EFFECTIVE_3	FINANCIAL_SUPPORT_3	HOUSING_3	INTEGRATION_3	LANGUAGE_3	NEWS_3	ORIGIN_3	POLITICS_3	PROBLEMS_3	QUESTION_3	RACISM_3	SPECIFIC_3	STATISTICS_3	VALID_3	search query_3	total_valid	ADMISSION	AZC	CAUSES	CRIME	CULTURE_RELIGION	DEBATE	ECONOMY	EFFECTIVE	FINANCIAL_SUPPORT	HOUSING	INTEGRATION	LANGUAGE	NEWS	ORIGIN	POLITICS	PROBLEMS	QUESTION	RACISM	SPECIFIC	STATISTICS	VALID
1334	Immigratie	Vluchtelingen	Geert wilders	immigratie	vluchtelingen	geert wilders	immigratie	vluchtelingen	geert wilders	1	1	2	1	2	1.3333333333333333	10	13	13	10	13	12.0	immigratie vluchtelingen geert wilders	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	2	3	7	5.0	3.0	7		4	4	5	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0			4.333333333333333	0.0	2									1.0				0.0					0.0		0.0		1.0	immigratie									1.0				0.0					0.0		0.0		1.0	vluchtelingen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	geert wilders	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1
1335	integratie migranten	andere landen en migranten	inburgering	integratie migranten	andere landen en migranten	inburgering	integratie migranten	andere landen en migranten	inburgering	2	4	1	1	4	2.3333333333333335	20	26	11	11	26	19.0	integratie migranten andere landen en migranten inburgering	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	2	5	7	0.0	7.0	5		6	6	7	5	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			6.333333333333333	3.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	integratie migranten	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	andere landen en migranten	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	inburgering	3.0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
1336	migranten	immigranten naar nederland	migranten vestigen	migranten	immigranten naar nederland	migranten vestigen	migranten	immigranten naar nederland	migranten vestigen	1	3	2	1	3	2.0	9	26	18	9	26	17.666666666666668	migranten immigranten naar nederland migranten vestigen	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	35	1	4	12	5.0	6.0	1		6	4	5	4	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.0	2.0	2									1.0				0.0					0.0		0.0		1.0	migranten									1.0				0.0					0.0		0.0		1.0	immigranten naar nederland	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	migranten vestigen	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
1337	buitenlanders	immigranten	expats	buitenlanders	immigranten	expats	buitenlanders	immigranten	expats	1	1	1	1	1	1.0	13	11	6	6	13	10.0	buitenlanders immigranten expats	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	53	2	7	12	5.0	4.0	5		5	5	5	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.0	1.0	3									1.0				0.0					0.0		0.0		1.0	buitenlanders									1.0				0.0					0.0		0.0		1.0	immigranten									1.0				0.0					0.0		0.0		1.0	expats	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1338	immigrantenbeleid	inburgeringscursus	nederlandse taal voor immigranten	immigrantenbeleid	inburgeringscursus	nederlandse taal voor immigranten	immigrantenbeleid	inburgeringscursus	nederlandse taal voor immigranten	1	1	4	1	4	2.0	17	18	33	17	33	22.666666666666668	immigrantenbeleid inburgeringscursus nederlandse taal voor immigranten	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	2	7	8	7.0	2.0	1		3	5	5	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			4.333333333333333	2.0	3	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	immigrantenbeleid	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	inburgeringscursus	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	nederlandse taal voor immigranten	3.0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
1339	Asielzoekers	Verhuizen naar nederland	Discussies over asielzoekers	asielzoekers	verhuizen naar nederland	discussies over asielzoekers	asielzoekers	verhuizen naar nederland	discussies over asielzoekers	1	3	3	1	3	2.3333333333333335	12	24	28	12	28	21.333333333333332	asielzoekers verhuizen naar nederland discussies over asielzoekers	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	57	2	6	12	5.0	6.0	9		4	4	6	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.666666666666667	1.0	3									1.0				0.0					0.0		0.0		1.0	asielzoekers									1.0				0.0					0.0		0.0		1.0	verhuizen naar nederland	0.0	0.0	0.0	0.0	0.0		1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	discussies over asielzoekers	3.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
1340	MIgratiebeleid nederland	vluchtelingen	migratie aantallen nederland	migratiebeleid nederland	vluchtelingen	migratie aantallen nederland	migratiebeleid nederland	vluchtelingen	migratie aantallen nederland	2	1	3	1	3	2.0	24	13	28	13	28	21.666666666666668	migratiebeleid nederland vluchtelingen migratie aantallen nederland	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	7	9	3.0	9.0	5		6	6	6	3	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			6.0	2.0	3	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	migratiebeleid nederland									1.0				0.0					0.0		0.0		1.0	vluchtelingen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	migratie aantallen nederland	3.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
1341	arbeidsimmigranten	vluchtelingen	percentage personen met migratieachtergrond in Nederland	arbeidsimmigranten	vluchtelingen	percentage personen met migratieachtergrond in nederland	arbeidsimmigranten	vluchtelingen	percentage personen met migratieachtergrond in nederland	1	1	6	1	6	2.6666666666666665	18	13	56	13	56	29.0	arbeidsimmigranten vluchtelingen percentage personen met migratieachtergrond in nederland	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	7	8		3.0	4		3	5	3	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.6666666666666665	1.0	3	0.0	0.0	0.0	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	arbeidsimmigranten									1.0				0.0					0.0		0.0		1.0	vluchtelingen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	percentage personen met migratieachtergrond in nederland	3.0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1
1342	mirgatie	vluchtelingen	asielzoekers	mirgatie	vluchtelingen	asielzoekers	mirgatie	vluchtelingen	asielzoekers	1	1	1	1	1	1.0	8	13	12	8	13	11.0	mirgatie vluchtelingen asielzoekers	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	1	4	12	3.0	7.0	5		5	6	5	3	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.333333333333333	3.0	2									1.0				0.0					0.0		0.0		1.0	mirgatie									1.0				0.0					0.0		0.0		1.0	vluchtelingen									1.0				0.0					0.0		0.0		1.0	asielzoekers	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1343	immigratie	vluchtelingen	naturalisatie	immigratie	vluchtelingen	naturalisatie	immigratie	vluchtelingen	naturalisatie	1	1	1	1	1	1.0	10	13	13	10	13	12.0	immigratie vluchtelingen naturalisatie	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	6	10	4.0	6.0	7		4	5	5	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			4.666666666666667	0.0	3									1.0				0.0					0.0		0.0		1.0	immigratie									1.0				0.0					0.0		0.0		1.0	vluchtelingen	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	naturalisatie	3.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
1344	Immigratie Nederland	Immigratiecijfers Nederland	Immigratiestandpunt Nederland	immigratie nederland	immigratiecijfers nederland	immigratiestandpunt nederland	immigratie nederland	immigratiecijfers nederland	immigratiestandpunt nederland	2	2	2	2	2	2.0	20	27	29	20	29	25.333333333333332	immigratie nederland immigratiecijfers nederland immigratiestandpunt nederland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	1	7	12	8.0	9.0	13		1	1	1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			1.0	1.0	3									1.0				0.0					0.0		0.0		1.0	immigratie nederland	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	immigratiecijfers nederland	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	immigratiestandpunt nederland	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
1345	immmigratie	welke landen ze vandaan komen	inburgeren	immmigratie	welke landen ze vandaan komen	inburgeren	immmigratie	welke landen ze vandaan komen	inburgeren	1	5	1	1	5	2.3333333333333335	11	29	10	10	29	16.666666666666668	immmigratie welke landen ze vandaan komen inburgeren	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	1	3	4	7.0	6.0	9		3	4	4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.6666666666666665	1.0	2									1.0				0.0					0.0		0.0		1.0	immmigratie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	welke landen ze vandaan komen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	inburgeren	3.0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1
1346	aantallen asielzoekers	politiek vluchteling	hoe lang duurt asielprocedure	aantallen asielzoekers	politiek vluchteling	hoe lang duurt asielprocedure	aantallen asielzoekers	politiek vluchteling	hoe lang duurt asielprocedure	2	2	4	2	4	2.6666666666666665	22	20	29	20	29	23.666666666666668	aantallen asielzoekers politiek vluchteling hoe lang duurt asielprocedure	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	58	2	6	8	4.0	6.0	4		6	6	6	4	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			6.0	3.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	aantallen asielzoekers	0.0	0.0	1.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	politiek vluchteling	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	hoe lang duurt asielprocedure	3.0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1
1347	Vluchtelingen	Azielcentra	Ad nieuws	vluchtelingen	azielcentra	ad nieuws	vluchtelingen	azielcentra	ad nieuws	1	1	2	1	2	1.3333333333333333	13	11	9	9	13	11.0	vluchtelingen azielcentra ad nieuws	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	2	2	5	5.0	2.0	15		4	7	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			4.666666666666667	0.0	1									1.0				0.0					0.0		0.0		1.0	vluchtelingen	0.0	1.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	azielcentra	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	ad nieuws	3.0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1
1348	Immigratie	Immigratie nl	Aanyal buitenlanders in nl	immigratie	immigratie nl	aanyal buitenlanders in nl	immigratie	immigratie nl	aanyal buitenlanders in nl	1	2	4	1	4	2.3333333333333335	10	13	26	10	26	16.333333333333332	immigratie immigratie nl aanyal buitenlanders in nl	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	51	1	6	6	5.0	6.0	7		2	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.6666666666666665	1.0	3									1.0				0.0					0.0		0.0		1.0	immigratie									1.0				0.0					0.0		0.0		1.0	immigratie nl	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	aanyal buitenlanders in nl	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
1349	Vluchteling	Asielzoekersbeleid	Integratie	vluchteling	asielzoekersbeleid	integratie	vluchteling	asielzoekersbeleid	integratie	1	1	1	1	1	1.0	11	18	10	10	18	13.0	vluchteling asielzoekersbeleid integratie	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	62	2	3	7	5.0	4.0	6		4	4	4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			4.0	0.0	2									1.0				0.0					0.0		0.0		1.0	vluchteling	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	asielzoekersbeleid	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	integratie	3.0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
1351	aantal immigranten 2020	welke nationaliteiten in nederland	verschillende nationaliteiten geboren in nederland	aantal immigranten 2020	welke nationaliteiten in nederland	verschillende nationaliteiten geboren in nederland	aantal immigranten 2020	welke nationaliteiten in nederland	verschillende nationaliteiten geboren in nederland	3	4	5	3	5	4.0	23	34	50	23	50	35.666666666666664	aantal immigranten 2020 welke nationaliteiten in nederland verschillende nationaliteiten geboren in nederland	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	5	9		3.0	1		4	5	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			4.0	0.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	aantal immigranten 2020	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	welke nationaliteiten in nederland	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	verschillende nationaliteiten geboren in nederland	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1
1352	immigratie nederland	asielzoekers nederland	vluchtelingen nederland	immigratie nederland	asielzoekers nederland	vluchtelingen nederland	immigratie nederland	asielzoekers nederland	vluchtelingen nederland	2	2	2	2	2	2.0	20	22	23	20	23	21.666666666666668	immigratie nederland asielzoekers nederland vluchtelingen nederland	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	59	2	6	1	5.0	2.0	3		4	3	4	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.6666666666666665	2.0	3									1.0				0.0					0.0		0.0		1.0	immigratie nederland									1.0				0.0					0.0		0.0		1.0	asielzoekers nederland									1.0				0.0					0.0		0.0		1.0	vluchtelingen nederland	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1354	Immigranten	Waarom vluchten immigranten	Wat kunnen we plaatselijk doen in deze landen	immigranten	waarom vluchten immigranten	wat kunnen we plaatselijk doen in deze landen	immigranten	waarom vluchten immigranten	wat kunnen we plaatselijk doen in deze landen	1	3	8	1	8	4.0	11	27	45	11	45	27.666666666666668	immigranten waarom vluchten immigranten wat kunnen we plaatselijk doen in deze landen	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	2	4	12	5.0	6.0	5		6	4	3	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.333333333333333	1.0	2									1.0				0.0					0.0		0.0		1.0	immigranten	0.0	0.0	1.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	waarom vluchten immigranten	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	wat kunnen we plaatselijk doen in deze landen	3.0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1
1355	Alochtoon werk	Alochtonen inburgering	Vluchtelingen	alochtoon werk	alochtonen inburgering	vluchtelingen	alochtoon werk	alochtonen inburgering	vluchtelingen	2	2	1	1	2	1.6666666666666667	14	22	13	13	22	16.333333333333332	alochtoon werk alochtonen inburgering vluchtelingen	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	31	1	4	12	5.0	5.0	6		3	3	1	2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			2.3333333333333335	1.0	2	0.0	0.0	0.0	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	alochtoon werk	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	alochtonen inburgering									1.0				0.0					0.0		0.0		1.0	vluchtelingen	3.0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1
1356	migranten discussie	asielzoekers	problemen asielzoekers	migranten discussie	asielzoekers	problemen asielzoekers	migranten discussie	asielzoekers	problemen asielzoekers	2	1	2	1	2	1.6666666666666667	19	12	22	12	22	17.666666666666668	migranten discussie asielzoekers problemen asielzoekers	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	1	7	12	4.0	4.0	4		5	5	4	3	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.666666666666667	3.0	3	0.0	0.0	0.0	0.0	0.0		1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	migranten discussie									1.0				0.0					0.0		0.0		1.0	asielzoekers	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	problemen asielzoekers	3.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1
1357	Positieve gevolgen voor het land met veel migranten	Negatieve gevolgen voor het land met veel migranten	Forum over migratie	positieve gevolgen voor het land met veel migranten	negatieve gevolgen voor het land met veel migranten	forum over migratie	positieve gevolgen voor het land met veel migranten	negatieve gevolgen voor het land met veel migranten	forum over migratie	8	8	3	3	8	6.333333333333333	51	51	19	19	51	40.333333333333336	positieve gevolgen voor het land met veel migranten negatieve gevolgen voor het land met veel migranten forum over migratie	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	2	6	12	3.0	6.0	4		7	7	7	5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			7.0	1.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	positieve gevolgen voor het land met veel migranten	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	negatieve gevolgen voor het land met veel migranten	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	forum over migratie	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1
