ID	MVH_search_cc_1	MVH_search_cc_2	MVH_search_cc_3	MVH_search_cc_1_lp	MVH_search_cc_2_lp	MVH_search_cc_3_lp	MVH_search_cc_1_lp_nwords	MVH_search_cc_2_lp_nwords	MVH_search_cc_3_lp_nwords	im_nwords_min	im_nwords_max	im_nwords_mean	MVH_search_cc_1_lp_len	MVH_search_cc_2_lp_len	MVH_search_cc_3_lp_len	im_len_min	im_len_max	im_len_mean	total	base_lft	base_gender	base_opl	base_regio	base_polar	base_intpol	MVH_att_cc_1	MVH_att_cc_2	MVH_att_importance_2	att_cc_mean	opl_3cat	ACTIVISME_1	CO2_1	Comments_1	DISCUSSIE_1	EFFECTIEF_1	ENERGIE_1	GELDIG_1	GEVOLG_1	INDIVIDUEEL_GEDRAG_1	INDUSTRIE_1	INFO_OPLOSSINGEN_1	INFO_STATUS_QUO_1	MILIEU_1	ONGECATEGORISEERD_1	OORZAKEN_1	POLITIEK_BELEID_1	SCEPTICI_1	SCEPTICI_PERSONEN_1	SPECIFIEK_1	STIKSTOF_1	TAAL_1	VERVOER_1	VOEDSELINDUSTRIE_1	VRAAG_1	search query_1	ACTIVISME_2	CO2_2	Comments_2	DISCUSSIE_2	EFFECTIEF_2	ENERGIE_2	GELDIG_2	GEVOLG_2	INDIVIDUEEL_GEDRAG_2	INDUSTRIE_2	INFO_OPLOSSINGEN_2	INFO_STATUS_QUO_2	MILIEU_2	ONGECATEGORISEERD_2	OORZAKEN_2	POLITIEK_BELEID_2	SCEPTICI_2	SCEPTICI_PERSONEN_2	SPECIFIEK_2	STIKSTOF_2	TAAL_2	VERVOER_2	VOEDSELINDUSTRIE_2	VRAAG_2	search query_2	ACTIVISME_3	CO2_3	Comments_3	DISCUSSIE_3	EFFECTIEF_3	ENERGIE_3	GELDIG_3	GEVOLG_3	INDIVIDUEEL_GEDRAG_3	INDUSTRIE_3	INFO_OPLOSSINGEN_3	INFO_STATUS_QUO_3	MILIEU_3	ONGECATEGORISEERD_3	OORZAKEN_3	POLITIEK_BELEID_3	SCEPTICI_3	SCEPTICI_PERSONEN_3	SPECIFIEK_3	STIKSTOF_3	TAAL_3	VERVOER_3	VOEDSELINDUSTRIE_3	VRAAG_3	search query_3	total_valid	ACTIVISME	CO2	DISCUSSIE	EFFECTIEF	ENERGIE	GELDIG	GEVOLG	INDIVIDUEEL_GEDRAG	INDUSTRIE	INFO_OPLOSSINGEN	INFO_STATUS_QUO	MILIEU	ONGECATEGORISEERD	OORZAKEN	POLITIEK_BELEID	SCEPTICI	SCEPTICI_PERSONEN	SPECIFIEK	STIKSTOF	TAAL	VERVOER	VOEDSELINDUSTRIE	VRAAG
18	Opwarming van aarde	Smelten ijslaag	CO2 uitstoot	opwarming van aarde	smelten ijslaag	co2 uitstoot	3	2	2	2	3	2.3333333333333335	19	15	12	12	19	15.333333333333334	opwarming van aarde smelten ijslaag co2 uitstoot	58	2	4	12	7.0	6.0	6	4	3	5.0	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming van aarde	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	smelten ijslaag	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2 uitstoot	3.0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
19	Klimaat nederland	Klimaatontwikkeling	Global warming	klimaat nederland	klimaatontwikkeling	global warming	2	1	2	1	2	1.6666666666666667	17	19	14	14	19	16.666666666666668	klimaat nederland klimaatontwikkeling global warming	42	1	4	10	7.0	6.0	6	4	3	5.0	2					1.0		1.0												0.0		0.0			0.0	klimaat nederland	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatontwikkeling	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	global warming	3.0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
20	Klimaat wat kan ik er aan doen	Is het klimaat nog te redden	Wat zijn de gevolgen als we zo doorgaan met het klimaat	klimaat wat kan ik er aan doen	is het klimaat nog te redden	wat zijn de gevolgen als we zo doorgaan met het klimaat	7	6	11	6	11	8.0	30	28	55	28	55	37.666666666666664	klimaat wat kan ik er aan doen is het klimaat nog te redden wat zijn de gevolgen als we zo doorgaan met het klimaat	51	1	2	7		0.0	7	4	5	5.5	1	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	klimaat wat kan ik er aan doen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	is het klimaat nog te redden	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat zijn de gevolgen als we zo doorgaan met het klimaat	3.0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
21	klimaatplannen	uitstootcijfers industrie en landbouw	duurzame energie	klimaatplannen	uitstootcijfers industrie en landbouw	duurzame energie	1	4	2	1	4	2.3333333333333335	14	37	16	14	37	22.333333333333332	klimaatplannen uitstootcijfers industrie en landbouw duurzame energie	32	1	6	10	8.0	9.0	6	5	5	5.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatplannen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	uitstootcijfers industrie en landbouw	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	duurzame energie	3.0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0
22	klimaat stistieken	klimaatcrisis dieren	klimaat milieu verschillen	klimaat stistieken	klimaatcrisis dieren	klimaat milieu verschillen	2	2	3	2	3	2.3333333333333335	18	20	26	18	26	21.333333333333332	klimaat stistieken klimaatcrisis dieren klimaat milieu verschillen	52	2	6	9	2.0	6.0	6	6	4	6.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat stistieken	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatcrisis dieren	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat milieu verschillen	3.0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
23	Kaalslag oerwouden	Plasticsoep aanpakken	CO2 uitstoot fabrieken	kaalslag oerwouden	plasticsoep aanpakken	co2 uitstoot fabrieken	2	2	3	2	3	2.3333333333333335	18	21	22	18	22	20.333333333333332	kaalslag oerwouden plasticsoep aanpakken co2 uitstoot fabrieken	66	2	5	8	7.0	5.0	5	6	4	5.5	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	kaalslag oerwouden	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	plasticsoep aanpakken	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2 uitstoot fabrieken	3.0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
24	Klimaat discussie	Klimaat verandering forum	CO2 uitstoot klimaat	klimaat discussie	klimaat verandering forum	co2 uitstoot klimaat	2	3	3	2	3	2.6666666666666665	17	25	20	17	25	20.666666666666668	klimaat discussie klimaat verandering forum co2 uitstoot klimaat	30	2	7	12	4.0	5.0	7	7	5	7.0	3	0.0	0.0		1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat discussie	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat verandering forum	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2 uitstoot klimaat	3.0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
25	Klimaat	Klimaatprobematiek	Klimaatmaatregelen	klimaat	klimaatprobematiek	klimaatmaatregelen	1	1	1	1	1	1.0	7	18	18	7	18	14.333333333333334	klimaat klimaatprobematiek klimaatmaatregelen	32	1	6	8	0.0	7.0	7	7	5	7.0	3					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatprobematiek	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatmaatregelen	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
26	hoe vervuilend is plastic	opwarming aarde	groene stroom	hoe vervuilend is plastic	opwarming aarde	groene stroom	4	2	2	2	4	2.6666666666666665	25	15	13	13	25	17.666666666666668	hoe vervuilend is plastic opwarming aarde groene stroom	25	2	6	4	1.0	6.0	7	6	5	6.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe vervuilend is plastic	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	groene stroom	3.0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
27	Klimaat	Opwarming	Co2	klimaat	opwarming	co2	1	1	1	1	1	1.0	7	9	3	3	9	6.333333333333333	klimaat opwarming co2	55	2	2	12	8.0	7.0	3	4	3	3.5	1					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2	3.0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
28	Sustainability	Duurzaamheid	Klimaat gevolgen	sustainability	duurzaamheid	klimaat gevolgen	1	1	2	1	2	1.3333333333333333	14	12	16	12	16	14.0	sustainability duurzaamheid klimaat gevolgen	23	2	4	12	7.0	3.0	7	6	5	6.5	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	sustainability	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	duurzaamheid	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat gevolgen	3.0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
29	Klimaat	politiek	klimaat en politiek	klimaat	politiek	klimaat en politiek	1	1	3	1	3	1.6666666666666667	7	8	19	7	19	11.333333333333334	klimaat politiek klimaat en politiek	20	2	5	8		1.0	4	4	4	4.0	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat en politiek	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
30	klimaatverandering	klimaatakkoord	klimaatmaatregelen	klimaatverandering	klimaatakkoord	klimaatmaatregelen	1	1	1	1	1	1.0	18	14	18	14	18	16.666666666666668	klimaatverandering klimaatakkoord klimaatmaatregelen	26	2	7	8	6.0	3.0	5	5	4	5.0	3					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatakkoord	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatmaatregelen	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
31	Klimaatdoelen	Klimaatverandering	Klimaatbeleid	klimaatdoelen	klimaatverandering	klimaatbeleid	1	1	1	1	1	1.0	13	18	13	13	18	14.666666666666666	klimaatdoelen klimaatverandering klimaatbeleid	23	2	6	4	6.0	4.0	6	4	4	5.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatdoelen					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatbeleid	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
32	Klimaat verandering	Klimaat verdrag	Klimaat	klimaat verandering	klimaat verdrag	klimaat	2	2	1	1	2	1.6666666666666667	19	15	7	7	19	13.666666666666666	klimaat verandering klimaat verdrag klimaat	22	2	6	4	7.0	6.0	5	4	4	4.5	3					1.0		1.0												0.0		0.0			0.0	klimaat verandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat verdrag					1.0		1.0												0.0		0.0			0.0	klimaat	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
34	Klimaatverandering	standpunten klimaat	Global warming issues	klimaatverandering	standpunten klimaat	global warming issues	1	2	3	1	3	2.0	18	19	21	18	21	19.333333333333332	klimaatverandering standpunten klimaat global warming issues	24	2	5	8	5.0	0.0	5	4	3	4.5	2					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	standpunten klimaat	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	global warming issues	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
35	Klimaat maatregelen Nederland	Sustainable products	Sustainable brands	klimaat maatregelen nederland	sustainable products	sustainable brands	3	2	2	2	3	2.3333333333333335	29	20	18	18	29	22.333333333333332	klimaat maatregelen nederland sustainable products sustainable brands	22	2	5	8	4.0	6.0	7	6	4	6.5	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat maatregelen nederland	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	sustainable products	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	sustainable brands	3.0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0
36	Klimaat maatregelen	Klimaat subsidie	Subsidie energiebesparing	klimaat maatregelen	klimaat subsidie	subsidie energiebesparing	2	2	2	2	2	2.0	19	16	25	16	25	20.0	klimaat maatregelen klimaat subsidie subsidie energiebesparing	32	1	6	7	6.0	7.0	3	4	2	3.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat maatregelen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat subsidie	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	subsidie energiebesparing	3.0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
37	Status klimaatverandering	Statistieken klimaatverandering	Ontwikkeling klimaatverandering	status klimaatverandering	statistieken klimaatverandering	ontwikkeling klimaatverandering	2	2	2	2	2	2.0	25	31	31	25	31	29.0	status klimaatverandering statistieken klimaatverandering ontwikkeling klimaatverandering	41	2	7	7	4.0	3.0	3	5	3	4.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	status klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	statistieken klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ontwikkeling klimaatverandering	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
38	Stijging zeespiegel	Stijging zeewater temperatuur	Klimaatsverandering	stijging zeespiegel	stijging zeewater temperatuur	klimaatsverandering	2	3	1	1	3	2.0	19	29	19	19	29	22.333333333333332	stijging zeespiegel stijging zeewater temperatuur klimaatsverandering	67	1	4	4	6.0	6.0	7	6	5	6.5	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	stijging zeespiegel	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	stijging zeewater temperatuur					1.0		1.0												0.0		0.0			0.0	klimaatsverandering	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
39	politiek	klimaat	klimaatonderzoek	politiek	klimaat	klimaatonderzoek	1	1	1	1	1	1.0	8	7	16	7	16	10.333333333333334	politiek klimaat klimaatonderzoek	45	1	6	8	9.0	1.0	6	2	4	4.0	3	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatonderzoek	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
40	het weer	klimaat	eu	het weer	klimaat	eu	2	1	1	1	2	1.3333333333333333	8	7	2	2	8	5.666666666666667	het weer klimaat eu	60	1	5	3	8.0	1.0	2	2	2	2.0	2	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	het weer					1.0		1.0												0.0		0.0			0.0	klimaat					0.0		1.0												0.0		0.0			0.0	eu	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
42	aard verwarming	zeespiegels	smeltend ijs	aard verwarming	zeespiegels	smeltend ijs	2	1	2	1	2	1.6666666666666667	15	11	12	11	15	12.666666666666666	aard verwarming zeespiegels smeltend ijs	53	1	6	12	7.0	6.0	5	5	4	5.0	3	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	aard verwarming	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zeespiegels	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	smeltend ijs	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
43	Klimaat problemen	Opwarming aarde	Van het gas af	klimaat problemen	opwarming aarde	van het gas af	2	2	4	2	4	2.6666666666666665	17	15	14	14	17	15.333333333333334	klimaat problemen opwarming aarde van het gas af	46	1	6	8	7.0	9.0	6	2	3	4.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat problemen	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	0.0	0.0		0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	van het gas af	3.0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
44	klimaat	klimaatverandering	discussie klimaat	klimaat	klimaatverandering	discussie klimaat	1	1	2	1	2	1.3333333333333333	7	18	17	7	18	14.0	klimaat klimaatverandering discussie klimaat	39	1	7	12	4.0	6.0	5	6	5	5.5	3					1.0		1.0												0.0		0.0			0.0	klimaat					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	discussie klimaat	3.0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
45	Voordelen kernenergie	Biomassa centrales co2	Alternatieven voor gas	voordelen kernenergie	biomassa centrales co2	alternatieven voor gas	2	3	3	2	3	2.6666666666666665	21	22	22	21	22	21.666666666666668	voordelen kernenergie biomassa centrales co2 alternatieven voor gas	50	1	7	8	8.0	5.0	6	4	4	5.0	3	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	voordelen kernenergie	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	biomassa centrales co2	0.0	0.0		0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	alternatieven voor gas	3.0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
46	Klimaatverandering	Verwarming van de aarde	Broeikasgassen	klimaatverandering	verwarming van de aarde	broeikasgassen	1	4	1	1	4	2.0	18	23	14	14	23	18.333333333333332	klimaatverandering verwarming van de aarde broeikasgassen	30	1	6	12	7.0	3.0	3	6	4	4.5	3					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	verwarming van de aarde	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	broeikasgassen	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
